grain,grain_key,category,forecast_month,predicted_units,lower_bound,upper_bound,mae,mape_pct,model_used,confidence
sku,e0cf79767c5b016251fe139915c59a26,health_beauty,2018-10-01,20.8,10.2,31.4,15.62,153.2,HW-trend,low
sku,e0cf79767c5b016251fe139915c59a26,health_beauty,2018-11-01,22.0,11.4,32.6,15.62,153.2,HW-trend,low
sku,e0d64dcfaa3b6db5c54ca298ae101d05,watches_gifts,2018-09-01,16.7,0.0,33.9,12.76,385.2,HW-trend,low
sku,e0d64dcfaa3b6db5c54ca298ae101d05,watches_gifts,2018-10-01,17.3,0.0,34.5,12.76,385.2,HW-trend,low
sku,e0d64dcfaa3b6db5c54ca298ae101d05,watches_gifts,2018-11-01,17.9,0.7,35.1,12.76,385.2,HW-trend,low
sku,e19ddcc85537b41f22116c8d5425ef46,furniture_decor,2018-01-01,1.4,0.0,3.9,1.0,100.0,HW-trend,low
sku,e19ddcc85537b41f22116c8d5425ef46,furniture_decor,2018-02-01,1.3,0.0,3.9,1.0,100.0,HW-trend,low
sku,e19ddcc85537b41f22116c8d5425ef46,furniture_decor,2018-03-01,1.3,0.0,3.8,1.0,100.0,HW-trend,low
sku,e1da6ab77f4859eb17950e5df1c0f815,pet_shop,2018-08-01,6.1,0.0,14.3,5.71,90.2,HW-trend,low
sku,e1da6ab77f4859eb17950e5df1c0f815,pet_shop,2018-09-01,6.5,0.0,14.7,5.71,90.2,HW-trend,low
sku,e1da6ab77f4859eb17950e5df1c0f815,pet_shop,2018-10-01,7.0,0.0,15.2,5.71,90.2,HW-trend,low
sku,e1e932dfb67414e80b87ad97688cf2a3,toys,2018-09-01,2.1,0.0,4.4,2.02,54.8,HW-trend,low
sku,e1e932dfb67414e80b87ad97688cf2a3,toys,2018-10-01,2.1,0.0,4.4,2.02,54.8,HW-trend,low
sku,e1e932dfb67414e80b87ad97688cf2a3,toys,2018-11-01,2.1,0.0,4.4,2.02,54.8,HW-trend,low
sku,e251ebd2858be1aa7d9b2087a6992580,garden_tools,2017-10-01,0.9,0.0,5.7,1.67,87.9,HW-trend,low
sku,e251ebd2858be1aa7d9b2087a6992580,garden_tools,2017-11-01,0.0,0.0,4.9,1.67,87.9,HW-trend,low
sku,e251ebd2858be1aa7d9b2087a6992580,garden_tools,2017-12-01,0.0,0.0,4.9,1.67,87.9,HW-trend,low
sku,e282624d8c82e04983f125e167eb4521,telephony,2018-03-01,1.4,0.0,5.1,2.44,158.3,HW-trend,low
sku,e282624d8c82e04983f125e167eb4521,telephony,2018-04-01,1.2,0.0,4.8,2.44,158.3,HW-trend,low
sku,e282624d8c82e04983f125e167eb4521,telephony,2018-05-01,0.9,0.0,4.6,2.44,158.3,HW-trend,low
sku,e2bb00220a167d9e60b6776ac33717bc,watches_gifts,2018-09-01,3.4,0.0,7.0,3.56,68.9,HW-trend,low
sku,e2bb00220a167d9e60b6776ac33717bc,watches_gifts,2018-10-01,3.6,0.0,7.2,3.56,68.9,HW-trend,low
sku,e2bb00220a167d9e60b6776ac33717bc,watches_gifts,2018-11-01,3.8,0.2,7.4,3.56,68.9,HW-trend,low
sku,e2e426d1332240070b0a836a854d057b,bed_bath_table,2017-12-01,10.3,3.9,16.8,3.97,134.6,HW-trend,low
sku,e2e426d1332240070b0a836a854d057b,bed_bath_table,2018-01-01,11.7,5.2,18.1,3.97,134.6,HW-trend,low
sku,e2e426d1332240070b0a836a854d057b,bed_bath_table,2018-02-01,13.0,6.6,19.4,3.97,134.6,HW-trend,low
sku,e44f675b60b3a3a2453ec36421e06f0f,sports_leisure,2018-09-01,0.0,0.0,9.0,5.83,423.2,HW-trend,low
sku,e44f675b60b3a3a2453ec36421e06f0f,sports_leisure,2018-10-01,0.0,0.0,9.0,5.83,423.2,HW-trend,low
sku,e44f675b60b3a3a2453ec36421e06f0f,sports_leisure,2018-11-01,0.0,0.0,9.0,5.83,423.2,HW-trend,low
sku,e4ca5b20cfe1a020e15e36fe14e880ee,electronics,2018-07-01,3.8,0.0,8.1,2.87,194.4,HW-trend,low
sku,e4ca5b20cfe1a020e15e36fe14e880ee,electronics,2018-08-01,4.1,0.0,8.4,2.87,194.4,HW-trend,low
sku,e4ca5b20cfe1a020e15e36fe14e880ee,electronics,2018-09-01,4.3,0.0,8.7,2.87,194.4,HW-trend,low
sku,e4d325bd1eea550509bdbbc5c3301fc1,perfumery,2018-09-01,2.7,0.0,6.4,3.4,136.8,HW-trend,low
sku,e4d325bd1eea550509bdbbc5c3301fc1,perfumery,2018-10-01,2.8,0.0,6.4,3.4,136.8,HW-trend,low
sku,e4d325bd1eea550509bdbbc5c3301fc1,perfumery,2018-11-01,2.8,0.0,6.5,3.4,136.8,HW-trend,low
sku,e53e557d5a159f5aa2c5e995dfdf244b,computers_accessories,2018-09-01,7.7,0.0,44.7,8.22,281.5,HW-trend,low
sku,e53e557d5a159f5aa2c5e995dfdf244b,computers_accessories,2018-10-01,5.7,0.0,42.8,8.22,281.5,HW-trend,low
sku,e53e557d5a159f5aa2c5e995dfdf244b,computers_accessories,2018-11-01,3.7,0.0,40.8,8.22,281.5,HW-trend,low
sku,e57eb018e37376580079825eb29a3419,watches_gifts,2018-09-01,1.2,0.0,5.0,0.79,34.1,HW-trend,medium
sku,e57eb018e37376580079825eb29a3419,watches_gifts,2018-10-01,1.2,0.0,5.0,0.79,34.1,HW-trend,medium
sku,e57eb018e37376580079825eb29a3419,watches_gifts,2018-11-01,1.2,0.0,5.0,0.79,34.1,HW-trend,medium
sku,e59dd207c69d86e890febadc796d1078,cool_stuff,2018-09-01,9.1,0.4,17.8,5.29,58.9,HW-trend,low
sku,e59dd207c69d86e890febadc796d1078,cool_stuff,2018-10-01,9.8,1.1,18.5,5.29,58.9,HW-trend,low
sku,e59dd207c69d86e890febadc796d1078,cool_stuff,2018-11-01,10.4,1.7,19.1,5.29,58.9,HW-trend,low
sku,e5ae72c62ebfa708624f5029d609b160,computers_accessories,2018-09-01,0.9,0.0,5.2,0.88,52.2,HW-trend,low
sku,e5ae72c62ebfa708624f5029d609b160,computers_accessories,2018-10-01,0.7,0.0,5.0,0.88,52.2,HW-trend,low
sku,e5ae72c62ebfa708624f5029d609b160,computers_accessories,2018-11-01,0.5,0.0,4.7,0.88,52.2,HW-trend,low
sku,e5eadf9be70a4a9fa514019542fc330a,home_appliances,2018-07-01,4.5,0.0,10.5,11.55,990.6,HW-trend,low
sku,e5eadf9be70a4a9fa514019542fc330a,home_appliances,2018-08-01,4.7,0.0,10.7,11.55,990.6,HW-trend,low
sku,e5eadf9be70a4a9fa514019542fc330a,home_appliances,2018-09-01,4.9,0.0,11.0,11.55,990.6,HW-trend,low
sku,e67307ff0f15ade43fcb6e670be7a74c,health_beauty,2017-10-01,4.3,0.0,12.2,12.93,240.0,HW-trend,low
sku,e67307ff0f15ade43fcb6e670be7a74c,health_beauty,2017-11-01,4.7,0.0,12.6,12.93,240.0,HW-trend,low
sku,e67307ff0f15ade43fcb6e670be7a74c,health_beauty,2017-12-01,5.0,0.0,12.9,12.93,240.0,HW-trend,low
sku,e6b6e13cf71449a457269f425b89dc74,audio,2018-05-01,0.0,0.0,3.5,0.67,100.0,HW-trend,low
sku,e6b6e13cf71449a457269f425b89dc74,audio,2018-06-01,0.0,0.0,3.5,0.67,100.0,HW-trend,low
sku,e6b6e13cf71449a457269f425b89dc74,audio,2018-07-01,0.0,0.0,3.5,0.67,100.0,HW-trend,low
sku,e6d3e381889aa6e9d222ad50cb30ac43,watches_gifts,2018-05-01,3.3,0.7,6.0,1.83,139.1,HW-trend,low
sku,e6d3e381889aa6e9d222ad50cb30ac43,watches_gifts,2018-06-01,3.6,1.0,6.2,1.83,139.1,HW-trend,low
sku,e6d3e381889aa6e9d222ad50cb30ac43,watches_gifts,2018-07-01,3.8,1.2,6.5,1.83,139.1,HW-trend,low
sku,e7d26dd6742baca292020c158e6720c3,luggage_accessories,2018-02-01,2.2,0.0,4.7,0.83,33.0,HW-trend,medium
sku,e7d26dd6742baca292020c158e6720c3,luggage_accessories,2018-03-01,2.2,0.0,4.7,0.83,33.0,HW-trend,medium
sku,e7d26dd6742baca292020c158e6720c3,luggage_accessories,2018-04-01,2.2,0.0,4.8,0.83,33.0,HW-trend,medium
sku,e7db7c40ea6647c808d48581f1308d88,baby,2018-06-01,1.6,0.0,3.9,0.87,54.2,HW-trend,low
sku,e7db7c40ea6647c808d48581f1308d88,baby,2018-07-01,1.7,0.0,4.0,0.87,54.2,HW-trend,low
sku,e7db7c40ea6647c808d48581f1308d88,baby,2018-08-01,1.7,0.0,4.0,0.87,54.2,HW-trend,low
sku,e7f85e7f0203b7b95cc1b4c21b4b070c,cool_stuff,2018-09-01,2.2,0.0,5.6,2.2,68.3,HW-trend,low
sku,e7f85e7f0203b7b95cc1b4c21b4b070c,cool_stuff,2018-10-01,2.0,0.0,5.4,2.2,68.3,HW-trend,low
sku,e7f85e7f0203b7b95cc1b4c21b4b070c,cool_stuff,2018-11-01,1.9,0.0,5.3,2.2,68.3,HW-trend,low
sku,e8316a4667e5870c85e906b1f062bde1,office_furniture,2018-05-01,4.0,0.0,9.7,12.39,837.2,HW-trend,low
sku,e8316a4667e5870c85e906b1f062bde1,office_furniture,2018-06-01,4.2,0.0,10.0,12.39,837.2,HW-trend,low
sku,e8316a4667e5870c85e906b1f062bde1,office_furniture,2018-07-01,4.5,0.0,10.2,12.39,837.2,HW-trend,low
sku,e84997d75938765ef99930f908ceedf4,stationery,2018-08-01,5.0,1.0,9.0,3.42,60.4,HW-trend,low
sku,e84997d75938765ef99930f908ceedf4,stationery,2018-09-01,5.5,1.5,9.5,3.42,60.4,HW-trend,low
sku,e84997d75938765ef99930f908ceedf4,stationery,2018-10-01,5.9,1.9,10.0,3.42,60.4,HW-trend,low
sku,e85d91619b497e98754390b6198a9818,baby,2018-09-01,5.7,2.5,8.9,3.2,114.1,HW-trend,low
sku,e85d91619b497e98754390b6198a9818,baby,2018-10-01,6.2,3.0,9.4,3.2,114.1,HW-trend,low
sku,e85d91619b497e98754390b6198a9818,baby,2018-11-01,6.7,3.5,9.9,3.2,114.1,HW-trend,low
sku,e94df75b2e9a8b056be0c144a731f55c,pet_shop,2018-09-01,2.5,0.4,4.7,0.69,23.1,HW-trend,medium
sku,e94df75b2e9a8b056be0c144a731f55c,pet_shop,2018-10-01,2.6,0.5,4.8,0.69,23.1,HW-trend,medium
sku,e94df75b2e9a8b056be0c144a731f55c,pet_shop,2018-11-01,2.7,0.6,4.9,0.69,23.1,HW-trend,medium
sku,e9a69340883a438c3f91739d14d3a56d,housewares,2018-08-01,6.5,0.0,15.1,4.44,66.1,HW-trend,low
sku,e9a69340883a438c3f91739d14d3a56d,housewares,2018-09-01,7.4,0.0,16.0,4.44,66.1,HW-trend,low
sku,e9a69340883a438c3f91739d14d3a56d,housewares,2018-10-01,8.2,0.0,16.9,4.44,66.1,HW-trend,low
sku,e9def91e99c8ecb7c5cef5e31506a056,toys,2018-04-01,1.0,0.0,9.7,13.58,1162.0,HW-trend,low
sku,e9def91e99c8ecb7c5cef5e31506a056,toys,2018-05-01,1.0,0.0,9.7,13.58,1162.0,HW-trend,low
sku,e9def91e99c8ecb7c5cef5e31506a056,toys,2018-06-01,1.0,0.0,9.7,13.58,1162.0,HW-trend,low
sku,ea44caac707f7f1325182a538007f838,baby,2018-06-01,2.6,0.0,9.5,1.45,63.0,HW-trend,low
sku,ea44caac707f7f1325182a538007f838,baby,2018-07-01,2.3,0.0,9.1,1.45,63.0,HW-trend,low
sku,ea44caac707f7f1325182a538007f838,baby,2018-08-01,1.9,0.0,8.8,1.45,63.0,HW-trend,low
sku,eb8c629f70275fd1c4f809116cce1efc,furniture_decor,2018-09-01,10.9,1.0,20.8,7.18,98.0,HW-trend,low
sku,eb8c629f70275fd1c4f809116cce1efc,furniture_decor,2018-10-01,11.4,1.5,21.3,7.18,98.0,HW-trend,low
sku,eb8c629f70275fd1c4f809116cce1efc,furniture_decor,2018-11-01,11.9,2.0,21.8,7.18,98.0,HW-trend,low
sku,ec2d43cc59763ec91694573b31f1c29a,bed_bath_table,2018-08-01,0.0,0.0,8.5,2.05,69.0,HW-trend,low
sku,ec2d43cc59763ec91694573b31f1c29a,bed_bath_table,2018-09-01,0.0,0.0,8.5,2.05,69.0,HW-trend,low
sku,ec2d43cc59763ec91694573b31f1c29a,bed_bath_table,2018-10-01,0.0,0.0,8.5,2.05,69.0,HW-trend,low
sku,ec5b3c8bb77ad22278f6e9d719a83de3,home_comfort_2,2018-08-01,1.9,0.0,4.5,1.04,25.3,HW-trend,medium
sku,ec5b3c8bb77ad22278f6e9d719a83de3,home_comfort_2,2018-09-01,1.9,0.0,4.6,1.04,25.3,HW-trend,medium
sku,ec5b3c8bb77ad22278f6e9d719a83de3,home_comfort_2,2018-10-01,2.0,0.0,4.6,1.04,25.3,HW-trend,medium
sku,ecbe1ef7e2903ff8b1d704ba78fa264d,sports_leisure,2018-06-01,1.7,0.0,7.3,3.67,100.0,HW-trend,low
sku,ecbe1ef7e2903ff8b1d704ba78fa264d,sports_leisure,2018-07-01,1.5,0.0,7.1,3.67,100.0,HW-trend,low
sku,ecbe1ef7e2903ff8b1d704ba78fa264d,sports_leisure,2018-08-01,1.3,0.0,6.9,3.67,100.0,HW-trend,low
sku,ed2067a9c1f79553088a3c67b99a9f97,food,2018-09-01,1.9,0.0,6.9,3.29,230.4,HW-trend,low
sku,ed2067a9c1f79553088a3c67b99a9f97,food,2018-10-01,1.5,0.0,6.5,3.29,230.4,HW-trend,low
sku,ed2067a9c1f79553088a3c67b99a9f97,food,2018-11-01,1.1,0.0,6.1,3.29,230.4,HW-trend,low
sku,ee0c1cf2fbeae95205b4aa506f1469f0,perfumery,2018-09-01,3.4,0.0,11.3,5.33,100.0,HW-trend,low
sku,ee0c1cf2fbeae95205b4aa506f1469f0,perfumery,2018-10-01,2.6,0.0,10.5,5.33,100.0,HW-trend,low
sku,ee0c1cf2fbeae95205b4aa506f1469f0,perfumery,2018-11-01,1.8,0.0,9.8,5.33,100.0,HW-trend,low
sku,ee406bf28024d97771c4b1e8b7e8e219,cool_stuff,2018-06-01,14.3,5.4,23.2,9.38,140.8,HW-trend,low
sku,ee406bf28024d97771c4b1e8b7e8e219,cool_stuff,2018-07-01,15.3,6.4,24.2,9.38,140.8,HW-trend,low
sku,ee406bf28024d97771c4b1e8b7e8e219,cool_stuff,2018-08-01,16.3,7.4,25.2,9.38,140.8,HW-trend,low
sku,ee57070aa3b24a06fdd0e02efd2d757d,computers_accessories,2018-09-01,1.6,0.0,5.7,1.0,43.3,HW-trend,medium
sku,ee57070aa3b24a06fdd0e02efd2d757d,computers_accessories,2018-10-01,1.2,0.0,5.4,1.0,43.3,HW-trend,medium
sku,ee57070aa3b24a06fdd0e02efd2d757d,computers_accessories,2018-11-01,0.9,0.0,5.0,1.0,43.3,HW-trend,medium
sku,ee6c49af1a2de55aa0e076257ab4ab99,computers_accessories,2018-09-01,0.9,0.0,12.7,1.89,111.6,HW-trend,low
sku,ee6c49af1a2de55aa0e076257ab4ab99,computers_accessories,2018-10-01,0.5,0.0,12.4,1.89,111.6,HW-trend,low
sku,ee6c49af1a2de55aa0e076257ab4ab99,computers_accessories,2018-11-01,0.2,0.0,12.1,1.89,111.6,HW-trend,low
sku,eebbed5ed3b134eceb717496c47652ba,bed_bath_table,2018-06-01,0.0,0.0,2.0,0.67,100.0,HW-trend,low
sku,eebbed5ed3b134eceb717496c47652ba,bed_bath_table,2018-07-01,0.0,0.0,2.0,0.67,100.0,HW-trend,low
sku,eebbed5ed3b134eceb717496c47652ba,bed_bath_table,2018-08-01,0.0,0.0,2.0,0.67,100.0,HW-trend,low
sku,ef66e63137bdd1b2e44aa968646fc1e3,furniture_decor,2018-09-01,1.0,0.0,6.2,4.7,435.7,HW-trend,low
sku,ef66e63137bdd1b2e44aa968646fc1e3,furniture_decor,2018-10-01,0.7,0.0,5.9,4.7,435.7,HW-trend,low
sku,ef66e63137bdd1b2e44aa968646fc1e3,furniture_decor,2018-11-01,0.5,0.0,5.7,4.7,435.7,HW-trend,low
sku,f177b434709ecb652dbee4f4b19aef2f,fashion_bags_accessories,2018-09-01,1.0,0.0,3.6,1.75,113.7,HW-trend,low
sku,f177b434709ecb652dbee4f4b19aef2f,fashion_bags_accessories,2018-10-01,1.0,0.0,3.5,1.75,113.7,HW-trend,low
sku,f177b434709ecb652dbee4f4b19aef2f,fashion_bags_accessories,2018-11-01,0.9,0.0,3.5,1.75,113.7,HW-trend,low
sku,f1fe595ee7ef768b41bd9b246d13432d,garden_tools,2018-05-01,7.1,0.0,15.4,9.33,329.3,HW-trend,low
sku,f1fe595ee7ef768b41bd9b246d13432d,garden_tools,2018-06-01,7.3,0.0,15.6,9.33,329.3,HW-trend,low
sku,f1fe595ee7ef768b41bd9b246d13432d,garden_tools,2018-07-01,7.5,0.0,15.9,9.33,329.3,HW-trend,low
sku,f264c1d9b20b5e4a340254d0405e613b,cool_stuff,2018-05-01,0.6,0.0,4.3,1.78,81.4,HW-trend,low
sku,f264c1d9b20b5e4a340254d0405e613b,cool_stuff,2018-06-01,0.1,0.0,3.8,1.78,81.4,HW-trend,low
sku,f264c1d9b20b5e4a340254d0405e613b,cool_stuff,2018-07-01,0.0,0.0,3.7,1.78,81.4,HW-trend,low
sku,f2af004352a06a99dca765596240cbc3,health_beauty,2017-08-01,0.9,0.0,5.7,0.33,22.2,HW-trend,medium
sku,f2af004352a06a99dca765596240cbc3,health_beauty,2017-09-01,0.3,0.0,5.1,0.33,22.2,HW-trend,medium
sku,f2af004352a06a99dca765596240cbc3,health_beauty,2017-10-01,0.0,0.0,4.8,0.33,22.2,HW-trend,medium
sku,f2e53dd1670f3c376518263b3f71424d,bed_bath_table,2018-08-01,1.2,0.0,5.4,0.95,47.3,HW-trend,medium
sku,f2e53dd1670f3c376518263b3f71424d,bed_bath_table,2018-09-01,1.2,0.0,5.4,0.95,47.3,HW-trend,medium
sku,f2e53dd1670f3c376518263b3f71424d,bed_bath_table,2018-10-01,1.1,0.0,5.3,0.95,47.3,HW-trend,medium
sku,f35927953ed82e19d06ad3aac2f06353,books_general_interest,2018-09-01,1.9,0.0,6.7,1.13,105.1,HW-trend,low
sku,f35927953ed82e19d06ad3aac2f06353,books_general_interest,2018-10-01,1.7,0.0,6.6,1.13,105.1,HW-trend,low
sku,f35927953ed82e19d06ad3aac2f06353,books_general_interest,2018-11-01,1.6,0.0,6.4,1.13,105.1,HW-trend,low
sku,f361fccba568fabe00db466f80626d1e,auto,2018-09-01,0.3,0.0,2.1,0.52,56.0,HW-trend,low
sku,f361fccba568fabe00db466f80626d1e,auto,2018-10-01,0.2,0.0,1.9,0.52,56.0,HW-trend,low
sku,f361fccba568fabe00db466f80626d1e,auto,2018-11-01,0.1,0.0,1.8,0.52,56.0,HW-trend,low
sku,f3720bc68555b1bff49b9ffd41b017ac,computers_accessories,2017-12-01,4.3,0.4,8.2,2.0,85.7,HW-trend,low
sku,f3720bc68555b1bff49b9ffd41b017ac,computers_accessories,2018-01-01,4.6,0.7,8.5,2.0,85.7,HW-trend,low
sku,f3720bc68555b1bff49b9ffd41b017ac,computers_accessories,2018-02-01,4.9,1.0,8.8,2.0,85.7,HW-trend,low
sku,f39a8b27ce90ac582103bf36f09690dd,consoles_games,2018-01-01,4.5,1.3,7.7,1.17,50.0,HW-trend,low
sku,f39a8b27ce90ac582103bf36f09690dd,consoles_games,2018-02-01,4.8,1.6,8.0,1.17,50.0,HW-trend,low
sku,f39a8b27ce90ac582103bf36f09690dd,consoles_games,2018-03-01,5.2,2.0,8.4,1.17,50.0,HW-trend,low
sku,f40876e0ef3cd5f9132b1f16b04b1346,health_beauty,2018-07-01,7.0,2.2,11.8,6.07,137.2,HW-trend,low
sku,f40876e0ef3cd5f9132b1f16b04b1346,health_beauty,2018-08-01,7.3,2.5,12.1,6.07,137.2,HW-trend,low
sku,f40876e0ef3cd5f9132b1f16b04b1346,health_beauty,2018-09-01,7.5,2.7,12.4,6.07,137.2,HW-trend,low
sku,f422d0d9f8b5f7c27289382b14b61248,toys,2017-10-01,1.6,0.0,4.3,2.0,200.0,HW-trend,low
sku,f422d0d9f8b5f7c27289382b14b61248,toys,2017-11-01,1.6,0.0,4.2,2.0,200.0,HW-trend,low
sku,f422d0d9f8b5f7c27289382b14b61248,toys,2017-12-01,1.5,0.0,4.2,2.0,200.0,HW-trend,low
sku,f4a38926843e01497a3f63a5d5740c72,electronics,2018-07-01,1.7,0.0,5.5,2.87,178.0,HW-trend,low
sku,f4a38926843e01497a3f63a5d5740c72,electronics,2018-08-01,1.6,0.0,5.3,2.87,178.0,HW-trend,low
sku,f4a38926843e01497a3f63a5d5740c72,electronics,2018-09-01,1.4,0.0,5.1,2.87,178.0,HW-trend,low
sku,f4d705aa95ccca448e5b0deb6e5290ba,bed_bath_table,2018-08-01,2.0,0.0,4.9,1.24,111.0,HW-trend,low
sku,f4d705aa95ccca448e5b0deb6e5290ba,bed_bath_table,2018-09-01,2.0,0.0,4.9,1.24,111.0,HW-trend,low
sku,f4d705aa95ccca448e5b0deb6e5290ba,bed_bath_table,2018-10-01,2.1,0.0,4.9,1.24,111.0,HW-trend,low
sku,f4f67ccaece962d013a4e1d7dc3a61f7,auto,2018-04-01,6.0,0.8,11.2,2.69,28.0,HW-trend,medium
sku,f4f67ccaece962d013a4e1d7dc3a61f7,auto,2018-05-01,6.3,1.1,11.5,2.69,28.0,HW-trend,medium
sku,f4f67ccaece962d013a4e1d7dc3a61f7,auto,2018-06-01,6.5,1.3,11.8,2.69,28.0,HW-trend,medium
sku,f646af315b0f3a597f69213537ca2199,furniture_decor,2018-08-01,0.5,0.0,6.1,0.93,36.7,HW-trend,medium
sku,f646af315b0f3a597f69213537ca2199,furniture_decor,2018-09-01,0.2,0.0,5.8,0.93,36.7,HW-trend,medium
sku,f646af315b0f3a597f69213537ca2199,furniture_decor,2018-10-01,0.0,0.0,5.6,0.93,36.7,HW-trend,medium
sku,f6fa93875f4a7dac03e0a22143f4d815,bed_bath_table,2018-08-01,2.8,0.0,5.8,2.74,103.8,HW-trend,low
sku,f6fa93875f4a7dac03e0a22143f4d815,bed_bath_table,2018-09-01,3.0,0.0,5.9,2.74,103.8,HW-trend,low
sku,f6fa93875f4a7dac03e0a22143f4d815,bed_bath_table,2018-10-01,3.1,0.2,6.1,2.74,103.8,HW-trend,low
sku,f71973c922ccaab05514a36a8bc741b8,luggage_accessories,2018-03-01,1.0,0.0,8.0,3.55,305.2,HW-trend,low
sku,f71973c922ccaab05514a36a8bc741b8,luggage_accessories,2018-04-01,1.0,0.0,8.0,3.55,305.2,HW-trend,low
sku,f71973c922ccaab05514a36a8bc741b8,luggage_accessories,2018-05-01,1.0,0.0,8.0,3.55,305.2,HW-trend,low
sku,f71f42e2381752836563b70beb542f80,computers_accessories,2018-06-01,1.4,0.0,8.9,3.32,227.4,HW-trend,low
sku,f71f42e2381752836563b70beb542f80,computers_accessories,2018-07-01,1.0,0.0,8.5,3.32,227.4,HW-trend,low
sku,f71f42e2381752836563b70beb542f80,computers_accessories,2018-08-01,0.5,0.0,8.1,3.32,227.4,HW-trend,low
sku,f731f8587d4088c174397e010cf892a9,perfumery,2018-05-01,0.0,0.0,3.1,0.9,85.7,HW-trend,low
sku,f731f8587d4088c174397e010cf892a9,perfumery,2018-06-01,0.0,0.0,3.1,0.9,85.7,HW-trend,low
sku,f731f8587d4088c174397e010cf892a9,perfumery,2018-07-01,0.0,0.0,3.1,0.9,85.7,HW-trend,low
sku,f77dd338d9f75229a09cbb9a18fd0c9a,bed_bath_table,2018-07-01,2.0,0.0,5.8,1.33,100.0,HW-trend,low
sku,f77dd338d9f75229a09cbb9a18fd0c9a,bed_bath_table,2018-08-01,2.0,0.0,5.8,1.33,100.0,HW-trend,low
sku,f77dd338d9f75229a09cbb9a18fd0c9a,bed_bath_table,2018-09-01,2.0,0.0,5.8,1.33,100.0,HW-trend,low
sku,f7a17d2c51d9df89a4f1711c4ac17f33,housewares,2018-06-01,2.0,0.0,10.1,3.21,75.4,HW-trend,low
sku,f7a17d2c51d9df89a4f1711c4ac17f33,housewares,2018-07-01,1.5,0.0,9.7,3.21,75.4,HW-trend,low
sku,f7a17d2c51d9df89a4f1711c4ac17f33,housewares,2018-08-01,1.1,0.0,9.3,3.21,75.4,HW-trend,low
sku,f7bb503725fb4d7bb55301d5bceba728,sports_leisure,2017-11-01,2.9,0.0,7.2,2.93,135.4,HW-trend,low
sku,f7bb503725fb4d7bb55301d5bceba728,sports_leisure,2017-12-01,2.7,0.0,7.1,2.93,135.4,HW-trend,low
sku,f7bb503725fb4d7bb55301d5bceba728,sports_leisure,2018-01-01,2.6,0.0,7.0,2.93,135.4,HW-trend,low
sku,f7e0fa615b386bc9a8b9eb52bc1fff76,computers_accessories,2017-10-01,1.3,0.0,3.7,1.53,59.2,HW-trend,low
sku,f7e0fa615b386bc9a8b9eb52bc1fff76,computers_accessories,2017-11-01,0.9,0.0,3.3,1.53,59.2,HW-trend,low
sku,f7e0fa615b386bc9a8b9eb52bc1fff76,computers_accessories,2017-12-01,0.5,0.0,2.9,1.53,59.2,HW-trend,low
sku,f7f59e6186e10983a061ac7bdb3494d6,housewares,2018-09-01,3.0,0.0,6.4,2.06,167.5,HW-trend,low
sku,f7f59e6186e10983a061ac7bdb3494d6,housewares,2018-10-01,3.1,0.0,6.5,2.06,167.5,HW-trend,low
sku,f7f59e6186e10983a061ac7bdb3494d6,housewares,2018-11-01,3.2,0.0,6.6,2.06,167.5,HW-trend,low
sku,f819f0c84a64f02d3a5606ca95edd272,watches_gifts,2018-07-01,4.3,0.0,10.2,8.96,334.4,HW-trend,low
sku,f819f0c84a64f02d3a5606ca95edd272,watches_gifts,2018-08-01,4.3,0.0,10.2,8.96,334.4,HW-trend,low
sku,f819f0c84a64f02d3a5606ca95edd272,watches_gifts,2018-09-01,4.4,0.0,10.3,8.96,334.4,HW-trend,low
sku,f83c9874b5b5044ea58fef1be68c1ea8,cool_stuff,2018-07-01,0.5,0.0,3.3,1.67,100.0,HW-trend,low
sku,f83c9874b5b5044ea58fef1be68c1ea8,cool_stuff,2018-08-01,0.4,0.0,3.2,1.67,100.0,HW-trend,low
sku,f83c9874b5b5044ea58fef1be68c1ea8,cool_stuff,2018-09-01,0.3,0.0,3.2,1.67,100.0,HW-trend,low
sku,f8b624d4e475bb8d1bddf1b65c6a64f6,housewares,2018-09-01,7.5,0.0,15.4,9.07,192.8,HW-trend,low
sku,f8b624d4e475bb8d1bddf1b65c6a64f6,housewares,2018-10-01,8.0,0.1,15.9,9.07,192.8,HW-trend,low
sku,f8b624d4e475bb8d1bddf1b65c6a64f6,housewares,2018-11-01,8.5,0.6,16.4,9.07,192.8,HW-trend,low
sku,f908d3bf313a1308bfb2a46ea2685347,toys,2018-07-01,1.8,0.0,4.3,0.84,42.1,HW-trend,medium
sku,f908d3bf313a1308bfb2a46ea2685347,toys,2018-08-01,1.8,0.0,4.3,0.84,42.1,HW-trend,medium
sku,f908d3bf313a1308bfb2a46ea2685347,toys,2018-09-01,1.9,0.0,4.4,0.84,42.1,HW-trend,medium
sku,f9259c9e7c0f12c70f7a81409680a5ff,sports_leisure,2018-04-01,2.8,0.0,9.5,3.7,162.9,HW-trend,low
sku,f9259c9e7c0f12c70f7a81409680a5ff,sports_leisure,2018-05-01,2.9,0.0,9.6,3.7,162.9,HW-trend,low
sku,f9259c9e7c0f12c70f7a81409680a5ff,sports_leisure,2018-06-01,3.0,0.0,9.7,3.7,162.9,HW-trend,low
sku,fa23bf270fb9880690b07d09b9f9ff20,sports_leisure,2017-10-01,4.6,1.0,8.3,2.87,118.7,HW-trend,low
